CENTRO;Nombre;Apellido1;Apellido2;DNI/NIF;DETALLE_MATERIAS
I.E.S. PABLO PICASSO;Alicia;Escovar;Noriega;36125912Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. PABLO PICASSO;Iris;Palacio;Báez;91666736U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PABLO PICASSO;Isaac;Ramón;Prieto;75421006Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. PABLO PICASSO;Iria;Galeano;Del Castillo;64596628V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PABLO PICASSO;Mateo;Arrollo;Santiago;25469086R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PEDRO ESPINOSA;Nour;Lázaro;Montecinos;37146260J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. PEDRO ESPINOSA;Marti;Gamboa;Valdés;15180282P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología
I.E.S. PEDRO ESPINOSA;Valentina;Doblado;Rubín;21488645E;Biología, Química
I.E.S. PEDRO ESPINOSA;Pau;Castellanos;Perdomo;44380070A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Historia de la Filosofía, Matemáticas Aplicadas a las CCSS, Química
I.E.S. PEDRO ESPINOSA;Rocio;Solís;Obregón;55565811D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. PÉREZ DE GUZMÁN;Gael;Valdés;Savala;99369304E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. PÉREZ DE GUZMÁN;Amira;Collado;Campos;I1275211F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. PÉREZ DE GUZMÁN;Ignacio;Vega;Olivares;16655862W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PÉREZ DE GUZMÁN;Javier;Zacarías;Valentín;D5127713P;Economía de la Empresa, Matemáticas Aplicadas a las CCSS
I.E.S. PÉREZ DE GUZMÁN;Cloe;Garrido;Guardiola;25321198E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PINTOR JOSÉ MARÍA FERNÁNDEZ;Alejandro;Mateo;Savala;72110694P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Historia de la Filosofía
I.E.S. PINTOR JOSÉ MARÍA FERNÁNDEZ;Angela;Zelaya;Maltés;73797174L;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PINTOR JOSÉ MARÍA FERNÁNDEZ;Lina;Medina;Ocampo;96892445J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. PINTOR JOSÉ MARÍA FERNÁNDEZ;Cristina;Camacho;Peña;12705973Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PINTOR JOSÉ MARÍA FERNÁNDEZ;Bruno;Guzmán;Rivas;D3048453P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. PLAYAMAR;Eric;Rivas;Del Castillo;46545171V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. PLAYAMAR;Biel;Escoto;Gayoso;77213525C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. PLAYAMAR;Africa;Rosas;Palacio;61059772T;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. PLAYAMAR;Jesus;Frías;Ocampo;36041528A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS
I.E.S. PLAYAMAR;Ines;Oviedo;Oseda;Y2909638Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. POLITÉCNICO JESÚS MARÍN;Alex;Bonilla;Zacarías;92981614H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. POLITÉCNICO JESÚS MARÍN;Elisa;García;De la Fuente;26593549F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia del Arte
I.E.S. POLITÉCNICO JESÚS MARÍN;Vega;Quintanilla;Olmedo;42076752K;Química
I.E.S. POLITÉCNICO JESÚS MARÍN;Lara;Sala;Romero;45274935R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. POLITÉCNICO JESÚS MARÍN;Axel;Enríquez;Lira;Z9306864T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II, Diseño, Historia de la Filosofía
I.E.S. PORTADA ALTA;Nahia;Trujillo;Roldán;13900945M;Biología, Química
I.E.S. PORTADA ALTA;Olivia;Saldaña;Sorio;81475546I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. PORTADA ALTA;India;Bernal;Galeno;20327697G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PORTADA ALTA;Celia;Rovira;De Aguilar;36335975C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PORTADA ALTA;Guillermo;Novales;Solé;72787654Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. PROFESOR GONZALO HUESA;Cristina;Uriarte;Rubín;20268797Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Griego II
I.E.S. PROFESOR GONZALO HUESA;Triana;Cuesta;Macedo;32552239I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. PROFESOR GONZALO HUESA;Natalia;Villaseñor;Matías;62905012U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. PROFESOR GONZALO HUESA;Aaron;Salinas;Chavira;N2905320L;Biología, Química
I.E.S. PROFESOR GONZALO HUESA;Arlet;Sabín;Navarrete;35136122P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. PROFESOR ISIDORO SÁNCHEZ;Erik;Tablada;Zabaleta;15355842U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PROFESOR ISIDORO SÁNCHEZ;Maria;Carrillo;Paniagua;20067118J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PROFESOR ISIDORO SÁNCHEZ;Nerea;Trejos;Segura;32885907Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PROFESOR ISIDORO SÁNCHEZ;Naia;Iglesias;Gavilán;B8569282J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. PROFESOR ISIDORO SÁNCHEZ;Carlota;Báez;De la Cruz;97612296Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. PROFESOR PABLO DEL SAZ;Aurora;Cárdenas;Suárez;46387455Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PROFESOR PABLO DEL SAZ;Fabio;Oviedo;Molina;L5080872L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PROFESOR PABLO DEL SAZ;Nour;Rivas;Heredia;76773667K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. PROFESOR PABLO DEL SAZ;Raul;Villareal;Maltés;89895084C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. PROFESOR PABLO DEL SAZ;Victoria;Hurtado;Redondo;76587021Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II
I.E.S. PUERTO DE LA TORRE;Asier;Lázaro;Rueda;51178109U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía, Historia del Arte
I.E.S. PUERTO DE LA TORRE;Aurora;Bazán;Olmo;43645834K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. PUERTO DE LA TORRE;Gonzalo;Pedroza;Parado;34067984M;Inglés (Fase de Admisión), Historia de la Filosofía
I.E.S. PUERTO DE LA TORRE;Jesus;Navaro;Batalla;86481411F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. PUERTO DE LA TORRE;Sergio;Sagel;Tobar;59148092J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. REYES CATÓLICOS;Adara;Novales;Restrepo;88570682T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. REYES CATÓLICOS;Emma;Lorio;Real;73706843G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. REYES CATÓLICOS;Carlota;Mateo;Lugo;57602772Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. REYES CATÓLICOS;Aday;Galán;Ibarra;61669560G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. REYES CATÓLICOS;Angela;Borges;Villaseñor;70343927U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. RÍO VERDE;Alicia;Herrera;Tedesco;46207087F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Matemáticas II
I.E.S. RÍO VERDE;Marc;Gamboa;Meza;26220352P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Historia de la Filosofía
I.E.S. RÍO VERDE;Angela;Darío;Quintanilla;71289591W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II
I.E.S. RÍO VERDE;Rayan;Sáenz;Ibáñez;92389897W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. RÍO VERDE;Julia;Uveda;Zaldívar;48026857K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. SALDUBA;Lola;Quintana;Ibarra;57025152V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. SALDUBA;Adam;Valle;Gaytán;43941632K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SALDUBA;Isabella;Meneses;Salas;68174061G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II, Historia de la Filosofía
I.E.S. SALDUBA;Triana;Salinas;Carrillo;21147107D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. SALDUBA;Yasmin;Gutiérrez;Silva;W7397522J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. SALVADOR RUEDA;Bruno;Ivañez;Montiel;38081006B;Biología, Química
I.E.S. SALVADOR RUEDA;Javier;Doblado;Prieto;74554468Y;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II
I.E.S. SALVADOR RUEDA;Marina;Quijada;Hernández;38059434Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. SALVADOR RUEDA;Izan;Vanegas;Roble;K7607078V;Biología, Química
I.E.S. SALVADOR RUEDA;Berta;Pedroza;Camareno;40215674Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II
I.E.S. SANTA BÁRBARA;Andres;Treminio;Estévez;18274715M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. SANTA BÁRBARA;Ivan;Almendárez;Álvarez;46302018S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. SANTA BÁRBARA;Alonso;De la Cruz;Olguín;73473409M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SANTA BÁRBARA;Violeta;Granada;Vidal;M2905942T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. SANTA BÁRBARA;Ainara;Castañeda;Obregón;92084649R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. SANTIAGO RAMÓN Y CAJAL;Dario;Carranza;Chávez;95841521P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II, Historia de la Filosofía
I.E.S. SANTIAGO RAMÓN Y CAJAL;Diego;Flores;Cabeza;94556074V;Química
I.E.S. SANTIAGO RAMÓN Y CAJAL;Jana;Zambrano;Medina;49196927K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia del Arte
I.E.S. SANTIAGO RAMÓN Y CAJAL;Africa;Benítez;Camareno;46897683O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. SANTIAGO RAMÓN Y CAJAL;Aroa;Dueñas;Becerra;H8964185X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. SERRANÍA;Amir;Sala;Guzmán;84138236J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SERRANÍA;Lucia;Mena;Arriaga;R1668163Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. SERRANÍA;Nico;Cornejo;Llano;42374152V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. SERRANÍA;Mateo;Carrillo;Vásquez;45661669M;Biología
I.E.S. SERRANÍA;Adriana;Solé;Gillén;B7044797U;Física, Matemáticas Aplicadas a las CCSS, Matemáticas II
I.E.S. SIERRA ALMIJARA;Axel;Orozco;Alcocer;U6564948I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SIERRA ALMIJARA;Liam;Troncoso;Zelaya;34885613V;Biología
I.E.S. SIERRA ALMIJARA;Lia;Ramos;Cerda;98826812S;Química
I.E.S. SIERRA ALMIJARA;Carlos;Varela;Manzano;J4848430N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. SIERRA ALMIJARA;Antonio;Zarco;Becerril;59582425E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SIERRA BERMEJA;Mario;Cabrera;Sedano;73810221K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. SIERRA BERMEJA;Gabriel;Junco;Plácido;98943833U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. SIERRA BERMEJA;Chloe;Olmeda;Camarillo;K7060451S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II, Diseño
I.E.S. SIERRA BERMEJA;Irene;Farías;Bonilla;Y5090949E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. SIERRA BERMEJA;Neizan;Uriarte;Guardado;16204104V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. SIERRA BLANCA;Alba;Pantoja;Arriaga;T9440797D;Biología, Química
I.E.S. SIERRA BLANCA;Manuela;Macedo;Marroquí;20198985G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Matemáticas II, Química
I.E.S. SIERRA BLANCA;Ariadna;Fonseca;Trujillo;J5629592J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Historia de la Filosofía
I.E.S. SIERRA BLANCA;Erik;Molina;Solís;P2632478H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. SIERRA BLANCA;Isabel;Vallejo;Gómez;59492835N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. SIERRA DE MIJAS;Candela;Treminio;Luna;48739192T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Física, Matemáticas II, Química
I.E.S. SIERRA DE MIJAS;Isabella;De la Fuente;Saucedo;25282669G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. SIERRA DE MIJAS;Macarena;Talavera;Leandro;88411025Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. SIERRA DE MIJAS;Joel;Lorio;Casas;17079591L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. SIERRA DE MIJAS;Aitor;Ferreira;Sáenz;33852364E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. TORRE ATALAYA;Nicolas;Ozuno;Zaldívar;27040330E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. TORRE ATALAYA;Blanca;Paniagua;Maldonado;28193633T;Biología, Química
I.E.S. TORRE ATALAYA;Oliver;Mantilla;Sabín;22229595T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. TORRE ATALAYA;Axel;Olguín;Funez;L3317081I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II
I.E.S. TORRE ATALAYA;Rodrigo;Villaseñor;Trejos;25753415R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. VALLE DEL AZAHAR;Vega;Minas;Leandro;25552755P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. VALLE DEL AZAHAR;Julen;Zacarías;Rosas;40795277P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. VALLE DEL AZAHAR;Miguel;Redondo;Batalla;95390824F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. VALLE DEL AZAHAR;Elisa;Villar;Soto;13970253R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. VALLE DEL AZAHAR;Lola;Cisneros;Camacho;U6443024X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. VALLE DEL SOL;Manuela;Pantoja;Zamora;17972925F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II, Historia de la Filosofía
I.E.S. VALLE DEL SOL;Zoe;Quintanilla;Sala;Q6469857C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. VALLE DEL SOL;Dylan;Mantilla;Pantoja;89247560C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
I.E.S. VALLE DEL SOL;Berta;Escovar;Lafuente;65171163Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. VALLE DEL SOL;Paula;Mena;Rangel;85675694M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. VEGA DE MAR;Hugo;Alfaro;Noguera;85761258P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. VEGA DE MAR;Marta;Montecinos;Junco;83091346Q;Biología
I.E.S. VEGA DE MAR;Chloe;Sotomayor;Ayala;O8428093L;Física, Matemáticas II
I.E.S. VEGA DE MAR;Mateo;Paredes;Alfaro;27132557R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. VEGA DE MAR;Oliver;Herrera;Becerril;90698725A;Geografía, Historia de la Filosofía
I.E.S. VEGA DE MIJAS;Marco;Murillo;Medrano;89364788I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. VEGA DE MIJAS;Nil;Guillén;Dávila;25281808V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Matemáticas II, Química
I.E.S. VEGA DE MIJAS;Noa;Montalbán;Ramírez;22009470G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS
I.E.S. VEGA DE MIJAS;Pol;Roble;Maduro;40872567S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. VEGA DE MIJAS;Ismael;Cuéllar;Lizano;85627977O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. VICENTE ESPINEL;Nerea;Zuleta;Galván;20006562E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Química
I.E.S. VICENTE ESPINEL;Mara;Matías;Bautista;H4959225Q;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. VICENTE ESPINEL;Juan;Heredia;Donato;17189108B;Física
I.E.S. VICENTE ESPINEL;Andres;Silva;Ordóñez;17553062O;Economía de la Empresa, Matemáticas Aplicadas a las CCSS
I.E.S. VICENTE ESPINEL;Cristina;De la Fuente;Ahumada;W7268935Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. VICTORIA KENT;Francisco;Villeda;Cadenas;16876913X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. VICTORIA KENT;Daniela;Quintana;Lombardo;F4465175S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. VICTORIA KENT;Luca;Caldera;Montero;70596716G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. VICTORIA KENT;Jimena;Bustamante;Zambrano;80593488A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia del Arte
I.E.S. VICTORIA KENT;Leo;Zambrano;Estrada;44130018G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.P.E.P. MÁLAGA;Martina;Gaitán;Venegas;12089251Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.P.E.P. MÁLAGA;Ariadna;Rosas;Chávez;67430383C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.P.E.P. MÁLAGA;Iker;Garrido;Jurado;50273223V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.P.E.P. MÁLAGA;Irene;Báez;Taracena;71610879R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.P.E.P. MÁLAGA;Vera;Seballos;Galeno;12530463Y;Biología, Química
MEDAC PACIFICO;Amira;Sotomayor;Ivañez;41973983X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología
MEDAC PACIFICO;Rodrigo;Puente;Verti;T9147707B;Biología, Química
MEDAC PACIFICO;Cloe;Paz;Galindo;21374112Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
MEDAC PACIFICO;Bruno;Bazán;Zamudio;25774994X;Biología, Química
MEDAC PACIFICO;Erik;Barriga;Gillén;67121180W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
